Year,State_Province,Mineral,Demanded Minerals (kg),Demand Minerals (Tonne),Scenario,Country
2026,MO,Graphite,2893073.9970267904,2893.0739970267905,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MO,Lithium,305544.73809233727,305.5447380923373,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MO,Manganese,126188.85806054134,126.18885806054135,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MO,Nickel,1181268.1435412273,1181.2681435412273,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MS,Cobalt,119828.96462569249,119.82896462569249,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MS,Copper,675011.1074861718,675.0111074861718,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MS,Graphite,1430279.9523840293,1430.2799523840292,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MS,Lithium,151241.20324230788,151.24120324230788,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MS,Manganese,62944.61078678754,62.94461078678754,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MS,Nickel,589400.8689283725,589.4008689283725,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MT,Cobalt,44351.69781937565,44.35169781937565,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MT,Copper,251673.98104619747,251.67398104619747,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MT,Graphite,532728.2573731246,532.7282573731246,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MT,Lithium,56289.812217569015,56.289812217569015,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MT,Manganese,23317.762526016046,23.317762526016047,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MT,Nickel,218304.85763081477,218.30485763081478,Decreasing Batt Cap - Benchmark Chemistry,US
2026,MX,Cobalt,3041.133561787229,3.041133561787229,Decreasing Batt Cap - Benchmark Chemistry,MX
2026,MX,Copper,128567.46541834161,128.5674654183416,Decreasing Batt Cap - Benchmark Chemistry,MX
2026,MX,Graphite,239434.12975166578,239.43412975166578,Decreasing Batt Cap - Benchmark Chemistry,MX
2026,MX,Lithium,22759.886433363423,22.759886433363423,Decreasing Batt Cap - Benchmark Chemistry,MX
2026,MX,Manganese,2835.226164679965,2.8352261646799652,Decreasing Batt Cap - Benchmark Chemistry,MX
2026,MX,Nickel,24238.242173769315,24.238242173769315,Decreasing Batt Cap - Benchmark Chemistry,MX
2026,NB,Cobalt,31051.777753064798,31.051777753064798,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NB,Copper,142479.35303692028,142.4793530369203,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NB,Graphite,311501.8503574521,311.5018503574521,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NB,Lithium,33683.709341204194,33.68370934120419,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NB,Manganese,15950.787917957121,15.95078791795712,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NB,Nickel,150032.53282597926,150.03253282597925,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NC,Cobalt,441988.8475605638,441.98884756056384,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NC,Copper,2487608.3808858767,2487.6083808858766,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NC,Graphite,5271631.312252892,5271.631312252892,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NC,Lithium,557484.6157964506,557.4846157964506,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NC,Manganese,232146.9595710917,232.14695957109168,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NC,Nickel,2173823.107335751,2173.823107335751,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ND,Cobalt,36170.073831761874,36.170073831761876,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ND,Copper,200514.07939126418,200.51407939126418,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ND,Graphite,425826.97800819715,425.82697800819716,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ND,Lithium,45102.25973464028,45.102259734640285,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ND,Manganese,18963.726637062602,18.963726637062603,Decreasing Batt Cap - Benchmark Chemistry,US
2026,ND,Nickel,177639.6748278419,177.6396748278419,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NE,Cobalt,85286.4829483225,85.2864829483225,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NE,Copper,476160.98421500676,476.16098421500675,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NE,Graphite,1010200.1919534297,1010.2001919534297,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NE,Lithium,106918.96167714355,106.91896167714356,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NE,Manganese,44752.482921763294,44.752482921763296,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NE,Nickel,419141.87177527143,419.14187177527145,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NH,Cobalt,61531.35969042634,61.53135969042634,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NH,Copper,340595.6392556929,340.5956392556929,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NH,Graphite,723468.9889473335,723.4689889473335,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NH,Lithium,76639.49696699777,76.63949696699777,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NH,Manganese,32254.78669499571,32.25478669499571,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NH,Nickel,302152.1967435878,302.1521967435878,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NJ,Cobalt,392932.91465994983,392.93291465994986,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NJ,Copper,2203862.0878868666,2203.8620878868664,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NJ,Graphite,4672594.733533129,4672.594733533129,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NJ,Lithium,494311.1485498492,494.31114854984924,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NJ,Manganese,206296.22437058127,206.29622437058129,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NJ,Nickel,1931915.5279594888,1931.9155279594888,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NL,Cobalt,18329.85215519565,18.329852155195653,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NL,Copper,84401.5709662729,84.4015709662729,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NL,Graphite,184419.1103622306,184.41911036223058,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NL,Lithium,19933.75123934839,19.93375123934839,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NL,Manganese,9419.032299108894,9.419032299108894,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NL,Nickel,88588.7997481359,88.58879974813591,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NM,Cobalt,86712.92037882592,86.71292037882591,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NM,Copper,488641.31394855445,488.64131394855445,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NM,Graphite,1035328.9288335358,1035.3289288335357,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NM,Lithium,109474.08133153467,109.47408133153468,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NM,Manganese,45551.14447087333,45.55114447087333,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NM,Nickel,426528.22768846236,426.5282276884624,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NS,Cobalt,33707.050034076194,33.7070500340762,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NS,Copper,156086.6610304674,156.08666103046738,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NS,Graphite,340734.027106005,340.734027106005,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NS,Lithium,36805.78737241234,36.80578737241234,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NS,Manganese,17330.571553427933,17.330571553427934,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NS,Nickel,162980.54455162934,162.98054455162935,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NT,Cobalt,1172.1581567127655,1.1721581567127655,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NT,Copper,5490.221668624156,5.490221668624156,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NT,Graphite,11962.598314120909,11.962598314120909,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NT,Lithium,1290.499582576255,1.290499582576255,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NT,Manganese,603.3606139947325,0.6033606139947325,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NT,Nickel,5672.817078514554,5.672817078514554,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NU,Cobalt,10.486852835932988,0.010486852835932987,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NU,Copper,443.3439248681649,0.4433439248681649,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NU,Graphite,825.6495256097134,0.8256495256097134,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NU,Lithium,78.48375440931358,0.07848375440931357,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NU,Manganese,9.776814776958396,0.009776814776958397,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NU,Nickel,83.5816229421518,0.0835816229421518,Decreasing Batt Cap - Benchmark Chemistry,CA
2026,NV,Cobalt,137266.56638400836,137.26656638400837,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NV,Copper,768751.5224505392,768.7515224505391,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NV,Graphite,1630234.8146305105,1630.2348146305105,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NV,Lithium,172487.93843702663,172.48793843702663,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NV,Manganese,72054.51186414166,72.05451186414166,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NV,Nickel,674797.215805761,674.7972158057611,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NY,Cobalt,530228.4747868059,530.2284747868059,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NY,Copper,3384534.6115818727,3384.5346115818725,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NY,Graphite,7053760.28457199,7053.76028457199,Decreasing Batt Cap - Benchmark Chemistry,US
2026,NY,Lithium,736750.8192158103,736.7508192158102,Decreasing Batt Cap - Benchmark Chemistry,US
