"State","Segment","Year","LIB_recycling","LIB_available","LIB_reuse_EV","LIB_new_add","EV_stock","LIB_recycling_vector","LIB_available_vector","LIB_reuse_vector","LIB_newadd_vector","EV_stock_vector"
"Colorado","Car",2029,1417,486,228,1141,151156,"15|20|30|37|29|53|71|82|80|172|254|134|144|138|158|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|16|14|13|12|9|12|15|19|18|38|56|61|65|63|75|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|16|13|13|12|9|13|36|19|39|58|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|14|20|30|36|28|52|71|80|62|155|232|115|125|91|30|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","26626|22634|19320|18770|14812|7248|8654|7557|5654|3589|5164|5216|1938|1567|1209|1198|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","Car",2030,1865,727,272,1512,179906,"18|24|31|47|58|44|81|109|124|119|246|347|169|165|142|141|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|24|23|20|18|18|14|19|24|30|28|58|161|77|76|67|70|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|25|22|19|20|17|12|19|54|28|56|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|17|23|31|46|57|43|80|108|97|92|217|306|140|138|82|35|0|0|0|0|0|0|0|0|0|0|0|0|0|0","29988|26619|22625|19308|18751|14789|7229|8620|7512|5576|3514|5029|5017|1822|1439|1064|1005|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","Car",2031,2376,1004,358,1903,213098,"20|28|37|49|73|90|69|124|164|184|170|335|434|194|168|127|110|0|0|0|0|0|0|0|0|0|0|0|0|0","0|39|34|31|28|26|25|18|28|35|44|41|161|202|91|81|63|57|0|0|0|0|0|0|0|0|0|0|0|0|0","3|37|34|30|26|27|26|20|29|82|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3","0|19|26|36|48|72|89|67|123|124|144|132|290|377|150|129|53|24|0|0|0|0|0|0|0|0|0|0|0|0|0","34934|29981|26608|22611|19289|18722|14753|7202|8568|7403|5460|3405|4831|4733|1660|1269|883|786|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","Car",2032,2946,1300,499,2293,249513,"23|31|43|57|76|114|139|105|187|240|263|231|420|498|197|149|98|75|0|0|0|0|0|0|0|0|0|0|0|0","0|56|52|44|40|36|37|37|28|42|52|66|115|199|235|95|75|51|40|0|0|0|0|0|0|0|0|0|0|0|0","8|48|51|45|41|36|38|37|27|42|118|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8","0|22|30|42|56|74|112|137|102|136|185|207|175|354|416|137|79|20|9|0|0|0|0|0|0|0|0|0|0|0|0","38790|34925|29968|26591|22589|19258|18675|14696|7157|8439|7244|5293|3248|4547|4343|1449|1062|680|559|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","Car",2033,3586,1647,651,2730,290695,"26|36|49|68|89|118|177|212|158|275|342|357|289|481|507|176|116|65|45|0|0|0|0|0|0|0|0|0|0|0","0|72|72|65|56|51|48|52|54|38|60|74|182|139|228|245|89|61|36|25|0|0|0|0|0|0|0|0|0|0|0","10|70|65|64|56|51|46|52|53|52|76|46|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10","0|24|35|47|65|87|115|173|209|91|204|269|280|217|392|398|80|35|9|0|0|0|0|0|0|0|0|0|0|0|0","44274|38780|34911|29949|26564|22553|19210|18602|14607|7027|8249|7015|5056|3031|4162|3836|1190|829|480|368|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","Car",2034,4301,2029,833,3165,333327,"30|40|57|77|105|139|182|269|320|230|392|463|448|329|489|452|137|79|39|24|0|0|0|0|0|0|0|0|0|0","0|91|91|88|77|69|64|62|72|76|54|87|206|218|158|237|227|71|44|23|14|0|0|0|0|0|0|0|0|0|0","0|99|87|85|78|68|64|63|73|84|98|34|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|28|39|55|74|102|135|178|264|222|142|296|367|348|236|372|253|41|13|0|0|0|0|0|0|0|0|0|0|0|0","46556|44262|38764|34889|29919|26522|22497|19136|18489|14377|6840|7979|6697|4729|2741|3663|3222|901|598|321|223|0|0|0|0|0|0|0|0|0|0"
"Colorado","Car",2035,5132,2456,1044,3721,377146,"31|47|64|90|120|164|214|279|405|469|329|532|584|510|335|436|351|92|47|22|11|0|0|0|0|0|0|0|0|0","0|108|111|109|102|90|82|80|82|99|106|76|242|261|245|163|219|184|50|27|13|7|0|0|0|0|0|0|0|0|0","0|106|112|107|101|90|83|80|82|149|102|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|30|45|61|86|115|159|209|272|292|349|211|408|462|384|218|294|103|16|7|0|0|0|0|0|0|0|0|0|0|0","48636|46544|44246|38739|34854|29872|26456|22411|19020|18210|14056|6579|7606|6263|4295|2374|3062|2535|641|411|206|131|0|0|0|0|0|0|0|0|0"
"Colorado","Car",2036,6104,2905,1320,4359,421752,"33|49|72|99|139|184|251|326|418|595|670|447|667|668|520|299|337|236|54|25|10|5|0|0|0|0|0|0|0|0","0|124|127|128|122|114|104|100|102|110|138|153|209|305|307|252|150|177|129|31|14|6|3|0|0|0|0|0|0|0|0","0|122|128|129|122|115|103|100|101|108|247|45|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|31|47|70|95|134|179|245|319|287|454|520|303|515|517|362|156|104|21|0|0|0|0|0|0|0|0|0|0|0|0","50479|48623|46526|44218|38700|34799|29798|26353|22275|18718|17815|13610|6233|7102|5695|3744|1936|2396|1831|429|269|130|74|0|0|0|0|0|0|0|0"
"Colorado","Car",2037,7295,3496,1542,5246,466836,"35|52|77|114|155|215|284|384|491|614|845|911|560|766|682|462|231|228|141|29|13|4|2|0|0|0|0|0|0|0","0|133|146|145|143|134|128|121|123|132|148|189|430|259|354|324|232|121|125|80|17|7|3|2|0|0|0|0|0|0|0","0|134|146|145|142|134|127|121|124|132|214|123|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|32|49|73|109|149|208|276|375|345|453|676|725|392|580|493|276|33|2|0|0|0|0|0|0|0|0|0|0|0|0","52108|50466|48604|46496|44173|38639|34713|29683|26194|21931|18298|17267|13002|5779|6446|4977|3090|1450|1715|1232|280|172|79|42|0|0|0|0|0|0|0"
"Colorado","Car",2038,8706,4198,1771,6296,512272,"36|54|81|121|177|239|332|433|577|720|870|1144|1142|642|780|610|359|156|135|76|14|6|2|0|0|0|0|0|0|0","0|156|162|165|160|155|148|145|145|158|176|198|519|529|298|373|303|188|85|77|44|9|4|1|0|0|0|0|0|0|0","0|157|162|166|160|156|147|145|146|205|212|115|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|33|51|76|115|170|232|322|422|406|539|679|938|919|443|556|374|21|0|0|0|0|0|0|0|0|0|0|0|0|0","53691|52094|50445|48572|46451|44104|38544|34577|29502|25789|21447|17720|16517|12182|5202|5626|4125|2369|1000|1154|803|178|108|48|23|0|0|0|0|0|0"
"Colorado","Car",2039,10361,5025,2064,7525,557887,"38|57|86|127|186|274|370|506|650|848|1022|1179|1436|1306|654|698|473|242|93|72|36|6|2|0|0|0|0|0|0|0","0|189|192|188|182|174|170|165|172|182|208|239|541|651|609|313|347|246|133|53|43|22|4|2|0|0|0|0|0|0|0","0|188|192|188|184|174|170|166|172|188|366|76|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|34|53|79|120|179|264|358|492|447|633|802|945|1185|1032|396|426|80|0|0|0|0|0|0|0|0|0|0|0|0|0","55374|53677|52074|50414|48525|46377|43994|38395|34369|29036|25220|20776|16929|15498|11105|4491|4656|3192|1639|664|753|510|112|67|28|12|0|0|0|0|0"
"Colorado","Car",2040,12245,6020,2402,8937,603421,"39|59|90|133|197|289|422|562|759|955|1201|1389|1481|1645|1331|584|541|320|144|49|35|17|3|0|0|0|0|0|0|0","0|234|232|225|210|199|189|191|194|214|237|277|656|674|757|637|291|282|174|83|29|22|11|2|0|0|0|0|0|0|0","0|233|232|225|210|198|189|191|204|223|375|122|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|36|53|82|124|186|278|408|547|506|697|938|1112|1201|1336|962|298|173|0|0|0|0|0|0|0|0|0|0|0|0|0","57089|55360|53655|52041|50363|48447|46263|43824|38164|33811|28379|24426|19856|15867|14156|9750|3660|3602|2261|1091|429|479|317|69|40|17|8|0|0|0|0"
"Colorado","Car",2041,14313,7187,2822,10390,648247,"42|62|93|138|206|303|445|643|844|1113|1354|1629|1743|1696|1680|1189|453|365|191|76|24|16|8|0|0|0|0|0|0|0","0|297|287|272|253|230|216|212|224|241|279|316|759|808|783|798|593|237|200|109|45|14|10|4|0|0|0|0|0|0|0","0|297|287|272|252|229|215|211|230|265|399|165|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|37|55|85|128|194|291|429|624|523|796|1039|1302|1409|1354|1302|736|86|0|0|0|0|0|0|0|0|0|0|0|0|0","58580|57074|55338|53622|51989|50284|48329|46084|43559|37505|33030|27468|23337|18612|14471|12459|8144|2756|2550|1509|705|271|299|193|41|24|9|4|0|0|0"
"Colorado","Car",2042,16519,8503,3339,11838,692405,"44|66|97|144|215|317|468|677|964|1237|1578|1835|2045|1992|1730|1501|923|306|218|102|38|11|7|4|0|0|0|0|0|0","0|368|361|335|305|274|249|240|246|277|313|370|856|939|930|824|746|482|167|124|60|23|7|5|2|0|0|0|0|0|0","0|370|360|335|306|275|248|238|247|338|439|183|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|38|57|87|132|200|301|449|655|567|842|1192|1445|1651|1589|1319|1060|254|0|0|0|0|0|0|0|0|0|0|0|0|0","60436|58566|57052|55303|53568|51907|50159|48142|45803|42778|36596|31951|26222|21869|16978|12716|10448|6381|1889|1705|977|445|168|184|116|24|14|6|2|0|0"
"Colorado","Car",2043,18827,9983,3926,13312,735391,"46|69|101|151|223|330|489|711|1016|1413|1755|2141|2303|2339|2032|1546|1165|623|181|116|50|18|5|3|1|0|0|0|0|0","0|448|442|415|372|331|295|272|274|302|359|416|1004|1058|1085|973|769|608|340|104|68|30|11|4|2|1|0|0|0|0|0","0|446|442|414|372|330|294|274|276|302|625|151|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|39|58|89|136|207|311|465|685|539|930|1282|1668|1840|1867|1549|1068|579|0|0|0|0|0|0|0|0|0|0|0|0|0","62149|60421|58541|57015|55247|53484|51779|49964|47850|44925|41710|35359|30485|24552|19948|14924|10639|8242|4601|1248|1107|616|276|103|111|69|14|8|2|1|0"
"Colorado","Car",2044,21212,11596,4569,14818,776779,"48|71|105|157|232|344|506|741|1064|1488|2000|2384|2685|2635|2387|1815|1201|788|372|98|58|23|7|2|1|0|0|0|0|0","0|530|528|500|453|396|349|317|309|331|386|472|1142|1238|1222|1139|905|626|430|211|57|34|14|5|1|1|0|0|0|0|0","0|530|526|499|452|398|350|318|308|332|528|328|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|40|60|92|140|212|320|480|711|499|916|1436|1814|2129|2083|1826|1266|674|120|0|0|0|0|0|0|0|0|0|0|0|0","63814|62134|60396|58504|56958|55160|53351|51578|49663|46868|43741|40271|33698|28529|22374|17539|12502|8368|6019|3079|802|702|382|168|62|65|40|8|5|2|1"
"Colorado","Car",2045,23629,13296,5249,16205,816217,"50|74|111|163|242|358|526|769|1109|1559|2108|2705|2988|3071|2688|2133|1408|811|469|199|48|27|10|3|0|0|0|0|0|0","0|623|617|586|537|472|412|368|350|365|417|504|1259|1394|1429|1284|1062|735|443|268|117|29|16|7|2|0|0|0|0|0|0","0|622|617|588|536|474|412|368|350|364|525|393|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|41|62|95|144|219|331|495|734|446|890|1447|2049|2332|2422|2046|1502|815|135|0|0|0|0|0|0|0|0|0|0|0|0","65301|63798|62108|60357|58445|56867|55024|53144|51266|48571|45565|42168|38357|31502|25993|19660|14705|9860|6085|4063|1996|505|437|232|101|36|38|22|5|2|0"
"Colorado","Car",2046,26033,15027,5963,17536,853607,"52|77|115|171|252|372|547|797|1151|1623|2207|2845|3396|3417|3132|2401|1654|951|484|252|98|22|12|4|1|0|0|0|0|0","0|709|716|678|620|551|480|425|396|402|450|536|1327|1557|1598|1498|1195|863|520|275|148|59|13|7|3|1|0|0|0|0|0","0|708|716|680|622|552|482|424|395|401|587|396|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|42|64|97|149|225|341|511|757|394|848|1446|2096|2651|2665|2388|1690|985|187|0|0|0|0|0|0|0|0|0|0|0|0","66737|65285|63772|62068|60297|58353|56727|54811|52823|50073|47144|43860|40103|35845|28675|22844|16481|11623|7214|4109|2662|1261|313|268|139|59|21|21|12|3|1"
"Colorado","Car",2047,28339,16785,6707,18784,888605,"53|79|119|177|261|385|567|826|1190|1681|2295|2980|3571|3885|3483|2798|1863|1118|566|258|123|44|10|5|2|0|0|0|0|0","0|801|810|778|711|630|550|485|445|443|484|568|1407|1638|1800|1669|1394|972|611|323|153|74|28|7|3|1|0|0|0|0|0","0|801|809|780|710|631|552|485|445|442|587|465|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|43|65|100|153|232|350|526|780|335|806|1426|2129|2737|3040|2637|1983|1119|323|0|0|0|0|0|0|0|0|0|0|0|0","67950|66721|65257|63731|62006|60203|58210|56507|54479|51524|48532|45303|41648|37423|32626|25183|19162|13035|8550|4876|2696|1703|781|191|161|82|34|12|12|6|1"
"Colorado","Car",2048,30503,18513,7469,19843,921028,"55|82|122|183|271|399|586|857|1233|1738|2376|3095|3738|4086|3964|3110|2171|1259|665|303|128|57|20|3|2|0|0|0|0|0","0|901|908|874|806|712|622|545|498|486|521|604|1470|1726|1893|1890|1551|1134|688|379|178|77|35|12|2|1|0|0|0|0|0","0|900|907|875|805|712|620|546|496|486|582|540|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|44|67|102|157|239|361|540|804|272|757|1402|2142|2805|3156|3017|2200|1332|442|4|0|0|0|0|0|0|0|0|0|0|0","69013|67934|66693|65215|63667|61909|60054|57984|56164|53065|49863|46564|42947|38808|34018|28658|21120|15184|9609|5790|3201|1729|1069|475|114|96|48|19|7|6|3"
"Colorado","Car",2049,32469,20157,8261,20678,950931,"56|84|128|190|280|413|608|884|1277|1800|2454|3198|3882|4276|4168|3543|2412|1467|750|356|148|59|25|8|2|1|0|0|0|0","0|995|1010|972|896|797|693|605|548|531|559|637|1528|1798|1988|1989|1762|1260|803|427|209|90|37|16|5|1|1|0|0|0|0","15|979|1010|972|896|798|692|606|549|531|597|601|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15","0|44|68|104|161|245|371|558|825|229|706|1374|2146|2853|3253|3140|2527|1487|587|0|0|0|0|0|0|0|0|0|0|0|0","70046|68996|67906|66651|65151|63567|61756|59823|57633|54656|51279|47768|44074|39955|35228|29844|24050|16740|11238|6512|3807|2054|1088|660|284|68|55|27|10|3|4"
"Colorado","Car",2050,34215,21684,9016,21347,978213,"57|86|131|195|289|427|628|916|1315|1860|2537|3300|4010|4439|4360|3727|2749|1630|874|401|175|69|26|11|3|0|0|0|0|0","0|1075|1105|1069|986|878|765|666|599|574|599|675|1592|1862|2067|2084|1854|1434|891|498|237|106|43|16|7|2|0|0|0|0|0","25|1049|1106|1068|986|878|766|666|599|574|600|674|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25","0|44|69|106|164|251|381|573|851|190|662|1351|2148|2889|3327|3246|2635|1728|724|8|0|0|0|0|0|0|0|0|0|0|0","70798|70028|68968|67862|66584|65048|63410|61517|59460|56040|52749|49056|45147|40944|36215|30867|25017|19091|12408|7646|4284|2448|1293|674|401|167|39|32|14|6|1"
"Colorado","SUV",2020,95,2,0,96,10206,"11|14|22|19|15|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|11|14|22|19|15|15|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","3813|1749|1540|1500|840|460|303|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2021,166,7,0,164,20404,"23|17|23|33|28|22|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|1|1|1|1|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|23|16|22|33|28|22|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","10207|3812|1748|1539|1498|840|459|301|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2022,302,13,3,301,36641,"63|37|26|34|49|39|29|25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|2|1|1|1|2|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","1|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1","0|62|35|25|34|50|40|31|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","16252|10205|3810|1747|1537|1497|838|458|300|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2023,537,19,8,528,65523,"100|97|56|40|51|70|54|38|31|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|3|2|2|2|2|2|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|4|1|0|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|98|96|55|38|51|71|56|40|23|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","28913|16248|10200|3807|1744|1535|1493|835|455|294|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2024,947,27,20,926,99487,"178|155|149|86|59|73|97|71|46|33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|4|4|4|2|2|2|3|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|5|7|2|1|1|2|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|175|153|148|84|57|73|99|73|43|21|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","34023|28905|16241|10194|3803|1741|1532|1487|830|446|286|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2025,1558,43,38,1517,122573,"212|276|238|226|126|84|101|127|86|50|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|6|7|6|5|4|2|3|4|2|2|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|6|7|12|2|2|2|3|3|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|206|272|236|225|125|83|101|129|82|46|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","23193|34015|28894|16231|10184|3796|1736|1525|1478|816|432|274|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2026,2356,70,63,2284,152653,"150|328|424|361|336|182|116|132|153|94|51|29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|6|10|10|10|9|5|4|4|4|3|2|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|6|8|11|17|5|3|3|5|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|140|320|420|358|336|181|115|133|151|90|35|5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","30254|23187|34000|28876|16214|10168|3787|1729|1516|1458|797|411|255|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2027,3485,108,102,3369,184434,"197|232|502|642|536|484|252|151|158|169|93|45|24|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|10|10|14|17|13|12|6|4|4|6|4|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|8|9|14|16|27|8|4|6|6|4|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|184|218|494|638|534|485|251|150|153|165|83|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","32066|30247|23177|33979|28847|16188|10143|3772|1719|1494|1428|764|381|228|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2028,5017,169,157,4837,222668,"214|305|355|762|952|773|668|327|182|174|167|84|36|18|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|12|14|14|21|25|20|18|10|6|7|6|8|5|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|14|14|14|22|25|39|10|6|6|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|194|285|337|751|950|773|672|328|169|164|161|47|6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","38691|32057|30235|23162|33946|28802|16149|10103|3749|1689|1457|1381|717|337|192|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2029,7056,260,232,6786,268847,"263|332|468|538|1132|1371|1062|869|394|200|173|149|66|26|13|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|20|20|20|20|32|36|28|26|14|7|7|15|8|5|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|19|19|21|21|33|43|49|12|8|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|234|302|438|512|1118|1374|1070|879|379|184|159|123|14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","46882|38681|32045|30215|23140|33892|28730|16087|10043|3696|1646|1403|1313|648|277|149|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2030,9675,392,347,9261,322177,"324|408|509|708|799|1628|1890|1381|1048|433|199|155|120|48|18|7|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|29|29|28|30|30|47|52|40|35|16|10|16|16|8|4|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|29|29|30|31|30|64|53|56|17|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|284|364|465|668|763|1617|1904|1398|1036|412|174|135|41|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","54384|46870|38665|32024|30185|23105|33809|28620|15989|9919|3612|1579|1325|1216|554|215|107|0|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2031,12857,575,512,12235,385869,"385|503|626|770|1051|1149|2243|2456|1661|1150|430|177|123|87|32|11|3|0|0|0|0|0|0|0|0|0|0|0|0|0","0|44|44|44|42|44|42|65|71|53|44|19|19|17|15|7|3|2|0|0|0|0|0|0|0|0|0|0|0|0|0","0|44|43|42|42|44|50|104|63|60|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|329|441|561|707|994|1102|2240|2488|1652|1139|404|146|32|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","65245|54370|46850|38640|31992|30138|23047|33677|28447|15794|9731|3489|1483|1214|1083|438|158|72|0|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2032,16548,834,737,15634,457995,"469|596|770|947|1143|1511|1581|2910|2956|1822|1141|385|141|90|58|20|6|2|0|0|0|0|0|0|0|0|0|0|0|0","0|67|67|64|62|59|60|58|88|94|67|51|42|19|15|13|6|2|0|0|0|0|0|0|0|0|0|0|0|0|0","0|68|66|65|61|59|61|96|126|73|62|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|395|512|680|853|1053|1438|1527|2927|2949|1816|1128|345|11|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","74396|65228|54348|46821|38601|31941|30064|22958|33474|28110|15497|9448|3309|1348|1061|912|327|110|45|0|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2033,20611,1227,1028,19319,541669,"545|724|914|1166|1403|1642|2079|2051|3500|3244|1805|1021|306|102|60|35|11|3|0|0|0|0|0|0|0|0|0|0|0|0","0|104|101|97|93|86|81|81|74|115|119|78|110|42|17|13|10|4|2|0|0|0|0|0|0|0|0|0|0|0|0","0|102|101|97|92|86|80|82|153|144|83|8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|450|614|789|1035|1271|1524|1992|1996|3448|3247|1801|1008|144|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","86975|74376|65201|54313|46775|38540|31862|29947|22819|33055|27598|15051|9033|3054|1167|868|708|229|71|26|0|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2034,24961,1781,1423,23141,630237,"643|843|1112|1381|1726|2014|2258|2694|2457|3839|3215|1612|810|221|69|38|21|6|2|0|0|0|0|0|0|0|0|0|0|0","0|156|154|148|139|128|117|106|104|92|145|140|170|109|38|15|10|7|3|0|0|0|0|0|0|0|0|0|0|0|0","0|154|153|147|138|128|116|121|100|198|159|9|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|526|701|946|1200|1541|1839|2111|2604|2266|3786|3231|1613|777|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","93320|86952|74347|65160|54260|46702|38445|31739|29766|22450|32418|26830|14399|8443|2711|940|654|496|150|43|14|0|0|0|0|0|0|0|0|0|0"
"Colorado","SUV",2035,29561,2560,1927,27072,722568,"705|994|1291|1678|2042|2477|2766|2923|3230|2683|3800|2872|1283|589|148|43|21|12|4|0|0|0|0|0|0|0|0|0|0|0","0|221|226|221|208|190|171|151|132|128|109|168|307|170|100|33|12|7|4|2|0|0|0|0|0|0|0|0|0|0|0","0|221|228|220|209|190|170|175|162|123|209|20|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","0|565|819|1079|1439|1787|2228|2547|2759|2936|2457|3754|2906|1312|484|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0","99030|93296|86917|74299|65094|54174|46586|38296|31546|29265|21893|31468|25703|13472|7644|2277|698|461|324|91|24|7|0|0|0|0|0|0|0|0|0"
