Year,Scenario,Mineral,Recycling Scenario,Recycle_v_Demand,Capacity key,Chemistry key,Percent
2030,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0212177673770249,Decreasing Batt Cap,High LFP Chemistry,2.12177673770249
2030,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.0212177673770249,Decreasing Batt Cap,High LFP Chemistry,2.12177673770249
2031,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0292608475040099,Decreasing Batt Cap,High LFP Chemistry,2.92608475040099
2031,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.0292608475040099,Decreasing Batt Cap,High LFP Chemistry,2.92608475040099
2032,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0405246979572506,Decreasing Batt Cap,High LFP Chemistry,4.0524697957250595
2032,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.0405246979572506,Decreasing Batt Cap,High LFP Chemistry,4.0524697957250595
2033,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0524321267732045,Decreasing Batt Cap,High LFP Chemistry,5.24321267732045
2033,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.0524321267732045,Decreasing Batt Cap,High LFP Chemistry,5.24321267732045
2034,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0679006404575594,Decreasing Batt Cap,High LFP Chemistry,6.7900640457559405
2034,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.0679006404575594,Decreasing Batt Cap,High LFP Chemistry,6.7900640457559405
2035,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0891552497237328,Decreasing Batt Cap,High LFP Chemistry,8.91552497237328
2035,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.0891552497237328,Decreasing Batt Cap,High LFP Chemistry,8.91552497237328
2036,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.1209799504384723,Decreasing Batt Cap,High LFP Chemistry,12.09799504384723
2036,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.1209799504384723,Decreasing Batt Cap,High LFP Chemistry,12.09799504384723
2037,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.1486127465003937,Decreasing Batt Cap,High LFP Chemistry,14.86127465003937
2037,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.1633270180355976,Decreasing Batt Cap,High LFP Chemistry,16.33270180355976
2038,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.1481805816484183,Decreasing Batt Cap,High LFP Chemistry,14.81805816484183
2038,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.2149261092212679,Decreasing Batt Cap,High LFP Chemistry,21.49261092212679
2039,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.1504010966467871,Decreasing Batt Cap,High LFP Chemistry,15.040109664678711
2039,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.3010919615101997,Decreasing Batt Cap,High LFP Chemistry,30.10919615101997
2040,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.1445701923922346,Decreasing Batt Cap,High LFP Chemistry,14.45701923922346
2040,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.3653894061613276,Decreasing Batt Cap,High LFP Chemistry,36.538940616132756
2041,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.1352599068811123,Decreasing Batt Cap,High LFP Chemistry,13.52599068811123
2041,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.4203292200073517,Decreasing Batt Cap,High LFP Chemistry,42.03292200073517
2042,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.1252269105031288,Decreasing Batt Cap,High LFP Chemistry,12.522691050312881
2042,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.4653361121450135,Decreasing Batt Cap,High LFP Chemistry,46.533611214501356
2043,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.1151307174949038,Decreasing Batt Cap,High LFP Chemistry,11.513071749490381
2043,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.504049344863589,Decreasing Batt Cap,High LFP Chemistry,50.4049344863589
2044,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.106020280753843,Decreasing Batt Cap,High LFP Chemistry,10.6020280753843
2044,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.5398089991705444,Decreasing Batt Cap,High LFP Chemistry,53.98089991705444
2045,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0981617297562816,Decreasing Batt Cap,High LFP Chemistry,9.81617297562816
2045,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.5744612663042156,Decreasing Batt Cap,High LFP Chemistry,57.44612663042156
2046,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.091483770065814,Decreasing Batt Cap,High LFP Chemistry,9.1483770065814
2046,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.608437246192511,Decreasing Batt Cap,High LFP Chemistry,60.843724619251105
2047,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0858081729279352,Decreasing Batt Cap,High LFP Chemistry,8.58081729279352
2047,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.6421512331531113,Decreasing Batt Cap,High LFP Chemistry,64.21512331531113
2048,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0808834822851974,Decreasing Batt Cap,High LFP Chemistry,8.08834822851974
2048,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.6730461102572662,Decreasing Batt Cap,High LFP Chemistry,67.30461102572663
2049,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0765959451059259,Decreasing Batt Cap,High LFP Chemistry,7.659594510592591
2049,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.7009607065226214,Decreasing Batt Cap,High LFP Chemistry,70.09607065226214
2050,Decreasing Batt Cap - High LFP Chemistry,Cobalt,Recycling Limited to NA 2025 Online or Planned,0.0728550536468034,Decreasing Batt Cap,High LFP Chemistry,7.285505364680341
2050,Decreasing Batt Cap - High LFP Chemistry,Cobalt,All Material is Recycled in NA,0.7243251487102447,Decreasing Batt Cap,High LFP Chemistry,72.43251487102447
2026,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0020703290066447,Increasing Batt Cap,Benchmark Chemistry,0.20703290066447
2026,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0021853472847916,Increasing Batt Cap,Benchmark Chemistry,0.21853472847915997
2027,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0034710259718779,Increasing Batt Cap,Benchmark Chemistry,0.34710259718779
2027,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0036638607480934,Increasing Batt Cap,Benchmark Chemistry,0.36638607480934
2028,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0055880731571562,Increasing Batt Cap,Benchmark Chemistry,0.55880731571562
2028,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0058985216658871,Increasing Batt Cap,Benchmark Chemistry,0.58985216658871
2029,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0081601705559469,Increasing Batt Cap,Benchmark Chemistry,0.81601705559469
2029,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0086135133646106,Increasing Batt Cap,Benchmark Chemistry,0.86135133646106
2030,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0111653098691015,Increasing Batt Cap,Benchmark Chemistry,1.11653098691015
2030,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0117856048618294,Increasing Batt Cap,Benchmark Chemistry,1.17856048618294
2031,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0150699479117342,Increasing Batt Cap,Benchmark Chemistry,1.50699479117342
2031,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0159071672401638,Increasing Batt Cap,Benchmark Chemistry,1.5907167240163798
2032,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0201711321316618,Increasing Batt Cap,Benchmark Chemistry,2.01711321316618
2032,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0212917505834207,Increasing Batt Cap,Benchmark Chemistry,2.12917505834207
2033,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0252491137921505,Increasing Batt Cap,Benchmark Chemistry,2.52491137921505
2033,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0266518423361588,Increasing Batt Cap,Benchmark Chemistry,2.66518423361588
2034,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0314997041124929,Increasing Batt Cap,Benchmark Chemistry,3.14997041124929
2034,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.033249687674298,Increasing Batt Cap,Benchmark Chemistry,3.3249687674298
2035,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0389698987912553,Increasing Batt Cap,Benchmark Chemistry,3.89698987912553
2035,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0411348931685472,Increasing Batt Cap,Benchmark Chemistry,4.113489316854721
2036,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0463125720048279,Increasing Batt Cap,Benchmark Chemistry,4.63125720048279
2036,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0536260998855535,Increasing Batt Cap,Benchmark Chemistry,5.36260998855535
2037,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0434479865772126,Increasing Batt Cap,Benchmark Chemistry,4.34479865772126
2037,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0690137686710511,Increasing Batt Cap,Benchmark Chemistry,6.90137686710511
2038,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0408485816794243,Increasing Batt Cap,Benchmark Chemistry,4.08485816794243
2038,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.0866726342010109,Increasing Batt Cap,Benchmark Chemistry,8.66726342010109
2039,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0384345102971664,Increasing Batt Cap,Benchmark Chemistry,3.84345102971664
2039,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.113102206778076,Increasing Batt Cap,Benchmark Chemistry,11.3102206778076
2040,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0362603371795992,Increasing Batt Cap,Benchmark Chemistry,3.62603371795992
2040,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.1371184277023911,Increasing Batt Cap,Benchmark Chemistry,13.71184277023911
2041,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0350729134503372,Increasing Batt Cap,Benchmark Chemistry,3.50729134503372
2041,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.166582969269057,Increasing Batt Cap,Benchmark Chemistry,16.6582969269057
2042,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0338507964662715,Increasing Batt Cap,Benchmark Chemistry,3.38507964662715
2042,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.1968299532833085,Increasing Batt Cap,Benchmark Chemistry,19.68299532833085
2043,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0326045803806684,Increasing Batt Cap,Benchmark Chemistry,3.26045803806684
2043,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.2289369323223406,Increasing Batt Cap,Benchmark Chemistry,22.89369323223406
2044,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0314486211633058,Increasing Batt Cap,Benchmark Chemistry,3.14486211633058
2044,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.2634119232284792,Increasing Batt Cap,Benchmark Chemistry,26.341192322847917
2045,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0304348980631668,Increasing Batt Cap,Benchmark Chemistry,3.04348980631668
2045,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.3004566630221162,Increasing Batt Cap,Benchmark Chemistry,30.04566630221162
2046,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.029546773781075,Increasing Batt Cap,Benchmark Chemistry,2.9546773781075
2046,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.3397422259690812,Increasing Batt Cap,Benchmark Chemistry,33.97422259690812
2047,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0287793567259896,Increasing Batt Cap,Benchmark Chemistry,2.87793567259896
2047,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.3813973548349984,Increasing Batt Cap,Benchmark Chemistry,38.13973548349984
2048,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0280953582741067,Increasing Batt Cap,Benchmark Chemistry,2.80953582741067
2048,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.4238040365038757,Increasing Batt Cap,Benchmark Chemistry,42.38040365038757
2049,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0275370243591011,Increasing Batt Cap,Benchmark Chemistry,2.75370243591011
2049,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.4672393557728947,Increasing Batt Cap,Benchmark Chemistry,46.723935577289474
2050,Increasing Batt Cap - Benchmark Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0270714490913185,Increasing Batt Cap,Benchmark Chemistry,2.70714490913185
2050,Increasing Batt Cap - Benchmark Chemistry,Copper,All Material is Recycled in NA,0.5089507215113728,Increasing Batt Cap,Benchmark Chemistry,50.89507215113728
2026,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0020517661043828,Increasing Batt Cap,High LFP Chemistry,0.20517661043828
2026,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0021657531101818,Increasing Batt Cap,High LFP Chemistry,0.21657531101818
2027,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0034002984573952,Increasing Batt Cap,High LFP Chemistry,0.34002984573952
2027,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0035892039272505,Increasing Batt Cap,High LFP Chemistry,0.35892039272505
2028,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0054297934714966,Increasing Batt Cap,High LFP Chemistry,0.54297934714966
2028,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0057314486643575,Increasing Batt Cap,High LFP Chemistry,0.5731448664357499
2029,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0078719181410506,Increasing Batt Cap,High LFP Chemistry,0.78719181410506
2029,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0083092469266645,Increasing Batt Cap,High LFP Chemistry,0.83092469266645
2030,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0107091491029598,Increasing Batt Cap,High LFP Chemistry,1.07091491029598
2030,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.011304101830902,Increasing Batt Cap,High LFP Chemistry,1.1304101830902
2031,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0144021889691096,Increasing Batt Cap,High LFP Chemistry,1.44021889691096
2031,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0152023105785046,Increasing Batt Cap,High LFP Chemistry,1.52023105785046
2032,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0191923585942912,Increasing Batt Cap,High LFP Chemistry,1.91923585942912
2032,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0202586007384185,Increasing Batt Cap,High LFP Chemistry,2.02586007384185
2033,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0239032350876484,Increasing Batt Cap,High LFP Chemistry,2.39032350876484
2033,Increasing Batt Cap - High LFP Chemistry,Copper,All Material is Recycled in NA,0.0252311925925178,Increasing Batt Cap,High LFP Chemistry,2.5231192592517804
2034,Increasing Batt Cap - High LFP Chemistry,Copper,Recycling Limited to NA 2025 Online or Planned,0.0296914928676208,Increasing Batt Cap,High LFP Chemistry,2.96914928676208
